classes, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3
runtime, 2350.633574, 1451.877992, 1179.26962, 1184.292668, 322.0113505, 257.6820786, 198.3145231, 194.8518201, 3583.716925, 1863.215488, 1042.142232, 615.3824838, 72.94080918, 48.90690052, 40.09410791, 36.27443755
cost_per_hour, 0.094, 0.128, 0.196, 0.402, 0.1104, 0.1608, 0.2616, 0.5332, 0.1104, 0.1608, 0.2616, 0.5332, 0.094, 0.128, 0.196, 0.402
